origin_iata,destination_iata,flight_type,airlines,departure_time,arrival_time,duration_hours,number_of_flights_per_day,min_price,avg_price,emissions_co2,aircraft_types,number_of_stops,layover_details,notes
IAD,ZNZ,One way,Etihad | Ethiopian,15:10,11:00,36.83,1,599,599,,Boeing 787 | Boeing 737MAX 8 Passenger | Airbus A350,2,AUH (970m) | ADD (40m),Found on 2026-04-16
IAD,TAS,One way,Etihad | Air Arabia,15:10,13:20,37.17,1,1794,1794,,Boeing 787 | Airbus A320,1,AUH (1235m),Found on 2026-04-16
IAD,KZN,One way,Etihad,15:10,12:35,38.42,1,4855,4855,,Boeing 787 | Airbus A320,1,AUH (1205m),Found on 2026-04-17
IAD,DAM,One way,Turkish Airlines,13:20,09:25,13.08,2,760,760,,Boeing 787 | Boeing 777,1,IST (65m),Found on 2026-04-18 (Round 2)
IAD,KBL,One way,Etihad,15:10,18:15,18.58,1,685,685,,Boeing 787 | Airbus A320,1,AUH (150m),Found on 2026-04-16
ICN,AUH,One way,Etihad,17:50,22:35,9.75,3,473,594,,Boeing 787,0,Direct,Found on 2026-04-16
ICN,CDG,One way,Etihad,01:35,19:30,24.92,2,334,334,,Boeing 787,1,AUH (480m),Found on 2026-04-16
ICN,FCO,One way,Etihad,01:35,18:20,23.75,2,355,355,,Boeing 787,1,AUH (470m),Found on 2026-04-16
ICN,LIS,One way,Etihad,17:50,07:25,45.58,2,469,805,,Boeing 787 | Airbus A330,1,AUH (1650m),Found on 2026-04-16
ICN,MLE,One way,Etihad,01:35,13:45,16.17,2,444,444,,Boeing 787 | Boeing 787-10,1,AUH (130m),Found on 2026-04-16
ICN,ADD,One way,Etihad,01:35,12:30,16.92,3,625,625,,Boeing 787 | Airbus A320,1,AUH (155m),Found on 2026-04-16
ICN,AER,One way,Etihad,01:35,18:10,22.58,2,303,303,,Boeing 787 | Airbus A320,1,AUH (515m),Found on 2026-04-16
ICN,AGP,One way,Etihad | Air Europa,01:35,07:45,37.17,4,916,989.75,,Boeing 787 | Boeing 737,2,AUH (465m) | MAD (650m),Found on 2026-04-16
ICN,AMD,One way,Etihad,01:35,18:35,20.5,2,1061,1061,,Boeing 787 | Airbus A321,1,AUH (465m),Found on 2026-04-16
ICN,AMM,One way,Etihad,01:35,11:00,15.42,2,587,587,,Boeing 787 | Airbus A320,1,AUH (145m),Found on 2026-04-16
ICN,AMS,One way,Etihad,01:35,19:10,24.58,2,387,387,,Boeing 787 | Airbus A350,1,AUH (465m),Found on 2026-04-16
ICN,ATH,One way,Etihad,17:50,12:35,24.75,2,644,873,,Boeing 787 | Airbus A321neo,1,AUH (585m),Found on 2026-04-16
ICN,ATL,One way,Etihad,01:35,16:30,27.92,2,1125,1125,,Boeing 787 | Airbus A350,1,AUH (180m),Found on 2026-04-16
ICN,BAH,One way,Etihad,01:35,20:45,25.17,4,771,1094.5,,Boeing 787 | Airbus A320,1,AUH (855m),Found on 2026-04-16
ICN,BCN,One way,Etihad,01:35,19:15,24.67,2,431,431,,Boeing 787,1,AUH (465m),Found on 2026-04-16
ICN,BEY,One way,Etihad,17:50,11:05,23.25,2,701,1604,,Boeing 787 | Airbus A320,1,AUH (600m),Found on 2026-04-16
ICN,BLR,One way,Etihad | Akasa Air,17:50,08:45,18.42,3,1061,1069,,Boeing 787 | Boeing 737MAX 8 Passenger,1,AUH (265m),Found on 2026-04-16
ICN,BOM,One way,Etihad,01:35,12:40,14.58,2,1065,1065,,Boeing 787 | Airbus A320,1,AUH (90m),Found on 2026-04-16
ICN,BOS,One way,Etihad,01:35,14:40,26.08,2,924,924,,Boeing 787,1,AUH (160m),Found on 2026-04-16
ICN,BRU,One way,Etihad,17:50,07:05,20.25,1,630,630,,Boeing 787 | Boeing 787-10,1,AUH (210m),Found on 2026-04-16
ICN,CAI,One way,Etihad,01:35,12:10,17.58,3,380,611,,Boeing 787 | Airbus A321,1,AUH (245m),Found on 2026-04-16
ICN,CCJ,One way,Etihad,01:35,02:55,28.83,2,1071,1169,,Boeing 787 | Airbus A321,1,AUH (900m),Found on 2026-04-16
ICN,CCU,One way,Etihad,01:35,03:00,28.92,2,1061,1061,,Boeing 787 | Airbus A321neo,1,AUH (855m),Found on 2026-04-16
ICN,CLT,One way,Etihad,17:50,10:45,29.92,1,1125,1125,,Boeing 787,1,AUH (300m),Found on 2026-04-16
ICN,CMB,One way,Etihad,01:35,14:55,16.83,2,1061,1061,,Boeing 787 | Airbus A320,1,AUH (150m),Found on 2026-04-16
ICN,CMN,One way,Etihad,17:50,07:20,21.5,1,465,465,,Boeing 787,1,AUH (210m),Found on 2026-04-16
ICN,COK,One way,Etihad,01:35,14:15,16.17,3,1061,1061,,Boeing 787 | Airbus A321neo,1,AUH (140m),Found on 2026-04-16
ICN,CPH,One way,Etihad,17:50,07:10,20.33,1,543,543,,Boeing 787,1,AUH (230m),Found on 2026-04-16
ICN,DBB,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
ICN,DEL,One way,Etihad,01:35,14:10,16.08,2,1065,1065,,Boeing 787 | Airbus A321neo,1,AUH (155m),Found on 2026-04-16
ICN,DMM,One way,Etihad,01:35,09:10,13.58,2,616,616,,Boeing 787 | Airbus A321neo,1,AUH (145m),Found on 2026-04-16
ICN,DOH,One way,Etihad,01:35,09:30,13.92,2,405,405,,Boeing 787 | Airbus A320,1,AUH (185m),Found on 2026-04-16
ICN,DUB,One way,Etihad,01:35,19:05,25.5,2,738,738,,Boeing 787,1,AUH (460m),Found on 2026-04-16
ICN,DUS,One way,Etihad,17:50,07:35,20.75,1,440,440,,Boeing 787 | Airbus A321neo,1,AUH (225m),Found on 2026-04-16
ICN,ELQ,One way,Etihad,17:50,09:00,21.17,2,841,1570.5,,Boeing 787 | Airbus A320,1,AUH (560m),Found on 2026-04-16
ICN,FRA,One way,Etihad,01:35,18:45,24.17,2,432,432,,Boeing 787 | Boeing 787-10,1,AUH (460m),Found on 2026-04-16
ICN,GVA,One way,Etihad,17:50,07:10,20.33,2,438,477.5,,Boeing 787,1,AUH (230m),Found on 2026-04-16
ICN,HYD,One way,Etihad,01:35,19:40,21.58,2,352,352,,Boeing 787,1,AUH (480m),Found on 2026-04-16
ICN,IAD,One way,Etihad,17:50,09:45,28.92,1,1125,1125,,Boeing 787,1,AUH (280m),Found on 2026-04-16
ICN,ISB,One way,Etihad,01:35,18:25,20.83,2,1061,1061,,Boeing 787 | Airbus A320,1,AUH (475m),Found on 2026-04-16
ICN,IST,One way,Etihad,01:35,12:35,17.0,3,294,538,,Boeing 787 | Airbus A321,1,AUH (140m),Found on 2026-04-16
ICN,JAI,One way,Etihad,01:35,02:10,28.08,2,1195,1195,,Boeing 787 | Airbus A320,1,AUH (885m),Found on 2026-04-16
ICN,JED,One way,Etihad,01:35,10:25,14.83,6,703,1245,,Boeing 787 | Airbus A321,1,AUH (130m),Found on 2026-04-16
ICN,JFK,One way,Etihad,01:35,16:00,27.42,2,1003,1003,,Boeing 787,1,AUH (200m),Found on 2026-04-16
ICN,JMK,One way,Etihad | SKY express,17:50,08:20,44.5,1,501,501,,Boeing 787 | Airbus A321neo | ATR 42/72,2,AUH (585m) | ATH (1140m),Found on 2026-04-16
ICN,JNB,One way,Etihad,17:50,08:15,21.42,3,767,1716.33,,Boeing 787,1,AUH (210m),Found on 2026-04-16
ICN,JTR,One way,Etihad | SKY express,17:50,14:55,27.08,1,644,644,,Boeing 787 | Airbus A321neo | ATR 42/72,2,AUH (585m) | ATH (85m),Found on 2026-04-16
ICN,KHI,One way,Etihad,01:35,11:10,13.58,2,1061,1061,,Boeing 787 | Airbus A320,1,AUH (95m),Found on 2026-04-16
ICN,KWI,One way,Etihad,01:35,09:15,13.67,2,707,707,,Boeing 787 | Airbus A320,1,AUH (130m),Found on 2026-04-16
ICN,LED,One way,Etihad,17:50,08:35,44.75,2,738,901,,Boeing 787 | Airbus A321neo,1,AUH (1700m),Found on 2026-04-16
ICN,LHE,One way,Etihad,01:35,18:25,20.83,2,1061,1061,,Boeing 787 | Airbus A320,1,AUH (470m),Found on 2026-04-16
ICN,LHR,One way,Etihad,01:35,12:45,19.17,2,364,364,,Boeing 787 | Boeing 787-10,1,AUH (110m),Found on 2026-04-16
ICN,MAA,One way,Etihad | Akasa Air,01:35,15:05,17.0,4,1071,1071,,Boeing 787 | Boeing 737MAX 8 Passenger,1,AUH (155m),Found on 2026-04-16
ICN,MAD,One way,Etihad,01:35,19:40,25.08,2,605,605,,Boeing 787,1,AUH (465m),Found on 2026-04-16
ICN,MAN,One way,Etihad,01:35,13:00,19.42,2,429,429,,Boeing 787,1,AUH (120m),Found on 2026-04-16
ICN,MCT,One way,Etihad,01:35,10:40,14.08,2,461,461,,Boeing 787 | Airbus A320,1,AUH (185m),Found on 2026-04-16
ICN,MUC,One way,Etihad,01:35,18:40,24.08,2,472,472,,Boeing 787,1,AUH (480m),Found on 2026-04-16
ICN,MXP,One way,Etihad,01:35,18:50,24.25,2,587,587,,Boeing 787 | Boeing 787-10,1,AUH (480m),Found on 2026-04-16
ICN,NBO,One way,Etihad,01:35,12:30,16.92,2,613,613,,Boeing 787 | Airbus A320,1,AUH (120m),Found on 2026-04-16
ICN,NCE,One way,Etihad | ITA,17:50,10:30,23.67,1,782,782,,Boeing 787 | Airbus A220-300 Passenger,2,AUH (220m) | FCO (170m),Found on 2026-04-16
ICN,ORD,One way,Etihad,17:50,08:35,28.75,1,1125,1125,,Boeing 787 | Airbus A350,1,AUH (260m),Found on 2026-04-16
ICN,PEW,One way,Etihad,17:50,06:50,17.0,2,820,994.5,,Boeing 787 | Airbus A320,1,AUH (250m),Found on 2026-04-16
ICN,PRG,One way,Etihad,17:50,07:05,20.25,2,373,2211,,Boeing 787,1,AUH (255m),Found on 2026-04-16
ICN,RUH,One way,Etihad,01:35,08:40,13.08,5,548,1265.6,,Boeing 787,1,AUH (95m),Found on 2026-04-16
ICN,SEZ,One way,Etihad | Air Seychelles,01:35,12:20,15.75,3,651,1887.67,,Boeing 787 | Airbus A320neo,1,AUH (85m),Found on 2026-04-16
ICN,SVO,One way,Etihad,01:35,19:20,23.75,2,538,538,,Boeing 787 | Boeing 787-10,1,AUH (480m),Found on 2026-04-16
ICN,TRV,One way,Etihad,01:35,20:15,22.17,3,1071,1137,,Boeing 787 | Airbus A320,1,AUH (485m),Found on 2026-04-16
ICN,TUN,One way,Etihad,17:50,06:25,44.58,3,490,1280.33,,Boeing 787 | Airbus A321neo,1,AUH (1700m),Found on 2026-04-16
ICN,VIE,One way,Etihad,17:50,06:40,19.83,1,676,676,,Boeing 787 | Boeing 777,1,AUH (245m),Found on 2026-04-16
ICN,WAW,One way,Etihad,17:50,07:00,20.17,1,391,391,,Boeing 787,1,AUH (265m),Found on 2026-04-16
ICN,YYZ,One way,Etihad,17:50,08:55,28.08,1,1360,1360,,Boeing 787 | Airbus A380,1,AUH (235m),Found on 2026-04-16
ICN,ZRH,One way,Etihad,01:35,13:20,18.75,2,571,571,,Boeing 787 | Airbus A321neo,1,AUH (130m),Found on 2026-04-16
ICN,SLL,One way,Etihad | Oman Air,01:35,18:15,21.67,2,838,883,,Boeing 787 | Airbus A320 | Boeing 737,2,AUH (185m) | MCT (360m),Found on 2026-04-16
ICN,MED,One way,Asiana Airlines | Etihad,19:35,10:20,44.75,6,1152,2478.67,,Airbus A350 | Boeing 787 | Airbus A321,2,KIX (1265m) | AUH (485m),Found on 2026-04-16
ICN,TLV,One way,Etihad,01:35,16:50,21.25,3,1197,1645.33,,Boeing 787 | Airbus A321,1,AUH (485m),Found on 2026-04-16
ICN,KRK,One way,Etihad | Lufthansa,01:35,23:30,28.92,2,786,1794.5,,Boeing 787 | Airbus A320,2,AUH (480m) | MUC (210m),Found on 2026-04-16
ICN,OTP,One way,Etihad | Austrian,17:50,12:25,24.58,14,652,1701.38,,Boeing 787 | Boeing 777 | Airbus A320,2,AUH (245m) | VIE (190m),Found on 2026-04-18 (Round 2)
ICN,PMI,One way,Etihad | Air Europa,01:35,22:45,28.17,2,515,515,,Boeing 787 | Boeing 737,2,AUH (465m) | BCN (165m),Found on 2026-04-16
ICN,YYC,One way,Air Canada,17:45,21:31,18.77,10,759,1226.33,,Boeing 787 | Airbus A320,1,YVR (445m),Found on 2026-04-18 (Round 2)
ICN,ZNZ,One way,Etihad | Ethiopian,17:50,12:55,25.08,1,751,751,,Boeing 787 | Boeing 737MAX 8 Passenger,2,AUH (350m) | ADD (155m),Found on 2026-05-17 (Round 2)
ICN,TAS,One way,Etihad | Air Arabia,17:50,13:20,23.5,1,1891,1891,,Boeing 787 | Airbus A320,1,AUH (615m),Found on 2026-04-17
ICN,KZN,One way,Etihad,01:35,12:35,17.0,1,483,483,,Boeing 787 | Airbus A320,1,AUH (120m),Found on 2026-04-16
ICN,DAM,One way,Asiana Airlines | Turkish Airlines,10:50,09:25,28.58,2,1502,1657.5,,Boeing 777,1,IST (880m),Found on 2026-04-18 (Round 2)
ICN,KBL,One way,Etihad,01:35,18:15,21.17,2,1052,1052,,Boeing 787 | Airbus A320,1,AUH (505m),Found on 2026-04-16
ICN,LUX,One way,LOT,12:35,19:20,37.75,11,1416,2377.36,,Boeing 787 | Boeing 737MAX 8 Passenger,1,WAW (1365m),Found on 2026-04-18 (Round 2)
ISB,AUH,One way,Etihad,04:50,07:10,3.33,2,359,471.5,,Airbus A321,0,Direct,Found on 2026-04-16
ISB,LHR,One way,Etihad,04:50,12:45,11.92,2,601,601,,Airbus A321 | Boeing 787-10,1,AUH (60m),Found on 2026-04-16
ISB,LIS,One way,Etihad | Brussels Airlines,19:45,11:10,19.42,1,1428,1428,,Airbus A320 | Boeing 787-10 | Airbus A320neo,2,AUH (240m) | BRU (130m),Found on 2026-04-16
ISB,MAN,One way,Etihad,19:45,06:55,15.17,2,490,548,,Airbus A320 | Boeing 777,1,AUH (245m),Found on 2026-04-16
ISB,SYD,One way,Etihad,19:45,16:50,40.08,2,985,1024.5,,Airbus A320 | Airbus A350,1,AUH (1380m),Found on 2026-04-16
ISB,ADD,One way,Etihad,19:45,12:30,18.75,3,668,940.33,,Airbus A320,1,AUH (650m),Found on 2026-04-16
ISB,AER,One way,Etihad,04:50,18:10,15.33,2,1472,2262,,Airbus A321 | Airbus A320,1,AUH (465m),Found on 2026-04-16
ISB,AGP,One way,Etihad | Air Europa,04:50,07:45,29.92,4,1390,1931,,Airbus A321 | Boeing 787 | Boeing 737,2,AUH (415m) | MAD (650m),Found on 2026-04-16
ISB,AMM,One way,Etihad,19:45,23:35,29.83,3,419,1875.33,,Airbus A320,1,AUH (1395m),Found on 2026-04-16
ISB,AMS,One way,Etihad,19:45,08:00,15.25,2,697,732,,Airbus A320 | Airbus A321neo,1,AUH (260m),Found on 2026-04-16
ISB,ATH,One way,Etihad,19:45,12:35,18.83,3,784,1257.67,,Airbus A320 | Airbus A321neo,1,AUH (615m),Found on 2026-04-16
ISB,ATL,One way,Etihad,04:50,16:30,20.67,2,1559,1559,,Airbus A321 | Airbus A350,1,AUH (130m),Found on 2026-04-16
ISB,BAH,One way,Etihad,19:45,02:10,8.42,3,846,2151,,Airbus A320,1,AUH (235m),Found on 2026-04-16
ISB,BCN,One way,Etihad,19:45,07:35,14.83,2,763,832.5,,Airbus A320 | Boeing 787-10,1,AUH (265m),Found on 2026-04-16
ISB,BEY,One way,Etihad,19:45,11:05,17.33,1,535,535,,Airbus A320,1,AUH (630m),Found on 2026-04-16
ISB,BKK,One way,Etihad,04:50,18:10,11.33,3,589,663,,Airbus A321 | Boeing 777,1,AUH (85m),Found on 2026-04-16
ISB,BKK,One way,Etihad,04:50,18:10,11.33,3,589,663,,Airbus A321 | Boeing 777,1,AUH (85m),Found on 2026-04-16
ISB,BOS,One way,Etihad | JetBlue,19:45,18:16,31.52,4,1253,1742.75,,Airbus A320 | Airbus A350 | Airbus A220-300 Passenger,2,AUH (270m) | JFK (490m),Found on 2026-04-16
ISB,BRU,One way,Etihad,19:45,07:05,14.33,2,672,6421,,Airbus A320 | Boeing 787-10,1,AUH (240m),Found on 2026-04-16
ISB,CAI,One way,Etihad,19:45,04:25,11.67,3,673,2330.67,,Airbus A320,1,AUH (275m),Found on 2026-04-16
ISB,CDG,One way,Etihad,19:45,07:55,15.17,2,680,740.5,,Airbus A320 | Airbus A380,1,AUH (270m),Found on 2026-04-16
ISB,CGK,One way,Etihad,19:45,20:35,22.83,3,545,2256.67,,Airbus A320 | Boeing 787,1,AUH (650m),Found on 2026-04-16
ISB,CLT,One way,Etihad,19:45,10:45,24.0,1,1667,1667,,Airbus A320 | Boeing 787,1,AUH (330m),Found on 2026-04-16
ISB,CMN,One way,Etihad,19:45,07:20,15.58,1,854,854,,Airbus A320 | Boeing 787,1,AUH (240m),Found on 2026-04-16
ISB,CNX,One way,Etihad,04:50,06:25,23.58,2,499,3067.5,,Airbus A321 | Airbus A321neo,1,AUH (830m),Found on 2026-04-16
ISB,CPH,One way,Etihad,19:45,07:10,14.42,3,583,1010,,Airbus A320 | Boeing 787,1,AUH (260m),Found on 2026-04-16
ISB,DBB,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
ISB,DMM,One way,Etihad,04:50,09:10,6.33,2,1089,1195,,Airbus A321 | Airbus A321neo,1,AUH (95m),Found on 2026-04-16
ISB,DOH,One way,Etihad,19:45,02:05,8.33,2,648,689,,Airbus A320 | Airbus A320neo,1,AUH (235m),Found on 2026-04-16
ISB,DPS,One way,Etihad,19:45,11:25,36.67,4,545,967.75,,Airbus A320 | Boeing 777,1,AUH (1425m),Found on 2026-04-16
ISB,DUB,One way,Etihad,19:45,07:15,15.5,2,729,772,,Airbus A320 | Boeing 777,1,AUH (245m),Found on 2026-04-16
ISB,DUS,One way,Etihad,19:45,07:35,14.83,1,657,657,,Airbus A320 | Airbus A321neo,1,AUH (255m),Found on 2026-04-16
ISB,ELQ,One way,Etihad,19:45,09:00,15.25,2,1324,2712,,Airbus A320,1,AUH (590m),Found on 2026-04-16
ISB,FCO,One way,Etihad,04:50,18:20,16.5,2,627,627,,Airbus A321 | Boeing 787,1,AUH (420m),Found on 2026-04-16
ISB,FRA,One way,Etihad,04:50,18:45,16.92,2,618,618,,Airbus A321 | Boeing 787-10,1,AUH (410m),Found on 2026-04-16
ISB,GVA,One way,Etihad,19:45,07:10,14.42,2,612,677,,Airbus A320 | Boeing 787,1,AUH (260m),Found on 2026-04-16
ISB,HAN,One way,Etihad,04:50,18:45,11.92,2,497,497,,Airbus A321 | Boeing 787,1,AUH (120m),Found on 2026-04-16
ISB,HKG,One way,Etihad,04:50,09:00,25.17,2,490,490,,Airbus A321 | Boeing 787,1,AUH (840m),Found on 2026-04-16
ISB,HKT,One way,Etihad,04:50,18:20,11.5,4,572,680.5,,Airbus A321 | Boeing 787-10,1,AUH (85m),Found on 2026-04-16
ISB,IAD,One way,Etihad,19:45,09:45,23.0,1,1260,1260,,Airbus A320 | Boeing 787,1,AUH (310m),Found on 2026-04-16
ISB,ICN,One way,Etihad,19:45,22:00,22.25,2,712,724,,Airbus A320 | Boeing 787,1,AUH (620m),Found on 2026-04-16
ISB,IST,One way,Etihad,04:50,12:35,9.75,4,704,1304.5,,Airbus A321,1,AUH (90m),Found on 2026-04-16
ISB,JED,One way,Etihad,19:45,03:55,10.17,4,712,1048,,Airbus A320,1,AUH (240m),Found on 2026-04-16
ISB,JFK,One way,Etihad,04:50,16:00,20.17,2,1347,1347,,Airbus A321 | Boeing 787,1,AUH (150m),Found on 2026-04-16
ISB,JMK,One way,Etihad | SKY express,19:45,08:20,38.58,2,1088,1334.5,,Airbus A320 | Airbus A321neo | ATR 42/72,2,AUH (615m) | ATH (1140m),Found on 2026-04-16
ISB,JNB,One way,Etihad,19:45,08:15,15.5,3,870,2407.67,,Airbus A320 | Boeing 787,1,AUH (240m),Found on 2026-04-16
ISB,JTR,One way,Etihad | SKY express,04:50,17:45,14.92,3,1088,1356.67,,Airbus A320 | Airbus A321neo | ATR 42/72,2,AUH (70m) | ATH (255m),Found on 2026-04-17
ISB,KBV,One way,Etihad,04:50,18:20,11.5,4,499,2991.25,,Airbus A321 | Airbus A321neo,1,AUH (90m),Found on 2026-04-16
ISB,KIX,One way,Etihad,04:50,11:50,27.0,2,767,3618,,Airbus A321 | Boeing 787,1,AUH (840m),Found on 2026-04-16
ISB,KNO,One way,Etihad,04:50,07:05,24.25,1,609,609,,Airbus A321 | Airbus A321neo,1,AUH (825m),Found on 2026-04-16
ISB,KUL,One way,Etihad,04:50,19:45,11.92,2,586,586,,Airbus A321 | Boeing 787,1,AUH (75m),Found on 2026-04-16
ISB,KWI,One way,Etihad,19:45,03:10,9.42,2,850,1075.5,,Airbus A320,1,AUH (260m),Found on 2026-04-16
ISB,LED,One way,Etihad,19:45,08:35,38.83,1,5373,5373,,Airbus A320 | Airbus A321neo,1,AUH (1730m),Found on 2026-04-16
ISB,MAD,One way,Etihad,19:45,08:10,15.42,2,746,777,,Airbus A320 | Boeing 787,1,AUH (260m),Found on 2026-04-16
ISB,MCT,One way,Etihad,19:45,03:15,8.5,2,881,1008.5,,Airbus A320,1,AUH (235m),Found on 2026-04-16
ISB,MEL,One way,Etihad,19:45,15:50,39.08,4,928,7559.5,,Airbus A320 | Boeing 787,1,AUH (1355m),Found on 2026-04-16
ISB,MNL,One way,Etihad,04:50,22:00,14.17,2,708,839.5,,Airbus A321 | Boeing 787,1,AUH (110m),Found on 2026-04-16
ISB,MUC,One way,Etihad,04:50,18:40,16.83,2,777,777,,Airbus A321 | Boeing 787,1,AUH (430m),Found on 2026-04-16
ISB,MXP,One way,Etihad,19:45,06:45,14.0,2,526,563,,Airbus A320 | Boeing 787,1,AUH (250m),Found on 2026-04-16
ISB,NBO,One way,Etihad,19:45,06:10,12.42,2,581,683,,Airbus A320,1,AUH (235m),Found on 2026-04-16
ISB,NCE,One way,Etihad | ITA,19:45,14:30,21.75,5,1301,1534.2,,Airbus A320 | Boeing 787 | Airbus A220-300 Passenger,2,AUH (250m) | FCO (410m),Found on 2026-04-16
ISB,NRT,One way,Etihad,04:50,12:35,27.75,3,739,1137,,Airbus A321 | Airbus A350,1,AUH (855m),Found on 2026-04-16
ISB,ORD,One way,Etihad,19:45,08:35,22.83,1,1635,1635,,Airbus A320 | Airbus A350,1,AUH (290m),Found on 2026-04-16
ISB,PKX,One way,Etihad,04:50,09:00,25.17,2,863,998.5,,Airbus A321 | Boeing 787,1,AUH (820m),Found on 2026-04-16
ISB,PKX,One way,Etihad,04:50,09:00,25.17,2,863,998.5,,Airbus A321 | Boeing 787,1,AUH (820m),Found on 2026-04-16
ISB,KTI,One way,Etihad,04:50,19:10,12.33,1,497,497,,Airbus A321 | Airbus A321neo,1,AUH (90m),Found on 2026-04-16
ISB,PRG,One way,Etihad,19:45,07:05,14.33,1,686,686,,Airbus A320 | Boeing 787,1,AUH (285m),Found on 2026-04-16
ISB,PVG,One way,Etihad | China Eastern,04:50,12:55,29.08,2,798,1023,,Airbus A321 | Airbus A330,1,AUH (970m),Found on 2026-04-16
ISB,PVG,One way,Etihad | China Eastern,04:50,12:55,29.08,2,798,1023,,Airbus A321 | Airbus A330,1,AUH (970m),Found on 2026-04-16
ISB,RUH,One way,Etihad,19:45,02:45,9.0,3,905,1212.33,,Airbus A320 | Airbus A321,1,AUH (235m),Found on 2026-04-16
ISB,SEZ,One way,Etihad | Air Seychelles,19:45,12:20,17.58,1,561,561,,Airbus A320 | Airbus A320neo,1,AUH (580m),Found on 2026-04-16
ISB,SIN,One way,Etihad,19:45,09:40,34.92,2,596,679.5,,Airbus A320 | Airbus A380,1,AUH (1415m),Found on 2026-04-16
ISB,SVO,One way,Etihad,19:45,07:35,13.83,2,939,1471,,Airbus A320 | Boeing 787-10,1,AUH (285m),Found on 2026-04-16
ISB,TPE,One way,Etihad,04:50,10:00,26.17,2,490,490,,Airbus A321 | Boeing 787,1,AUH (850m),Found on 2026-04-16
ISB,TUN,One way,Etihad | Saudia,19:45,09:40,17.92,2,4339,4339.5,,Airbus A320 | Airbus A330,2,AUH (240m) | JED (185m),Found on 2026-04-16
ISB,VIE,One way,Etihad,19:45,06:40,13.92,1,618,618,,Airbus A320 | Boeing 777,1,AUH (275m),Found on 2026-04-16
ISB,WAW,One way,Etihad,19:45,07:00,14.25,1,634,634,,Airbus A320 | Boeing 787,1,AUH (295m),Found on 2026-04-16
ISB,YYZ,One way,Etihad,19:45,08:55,22.17,1,942,942,,Airbus A320 | Airbus A380,1,AUH (265m),Found on 2026-04-16
ISB,ZRH,One way,Etihad,19:45,06:50,14.08,2,618,669,,Airbus A320 | Boeing 787-10,1,AUH (250m),Found on 2026-04-16
ISB,KRK,One way,Etihad | Lufthansa,04:50,23:50,22.0,3,1224,3271.33,,Airbus A321 | Boeing 787-10 | Airbus A320,2,AUH (410m) | FRA (210m),Found on 2026-04-16
ISB,MED,One way,Etihad | Flynas,04:50,20:30,17.67,5,4544,4552.4,,Airbus A321 | Airbus A321neo | Airbus A320,2,AUH (95m) | DMM (560m),Found on 2026-04-16
ISB,OTP,One way,Gulf Air | Turkish Airlines,15:30,08:10,18.67,13,558,1216.85,,Airbus A321neo | Airbus A321 (Sharklets) | Boeing 787,2,BAH (475m) | IST (75m),Found on 2026-04-18 (Round 2)
ISB,PMI,One way,Etihad | Air Europa,19:45,09:25,16.67,2,997,1120.5,,Airbus A320 | Boeing 787-10 | Boeing 737,2,AUH (265m) | BCN (65m),Found on 2026-04-16
ISB,SLL,One way,Etihad | Oman Air,04:50,18:15,14.42,2,1053,2699,,Airbus A321 | Airbus A320 | Boeing 737,2,AUH (135m) | MCT (360m),Found on 2026-04-16
ISB,TLV,One way,Etihad,04:50,11:10,8.33,2,1033,1035.5,,Airbus A321 | Airbus A321neo,1,AUH (95m),Found on 2026-04-16
ISB,YYC,One way,Etihad | WestJet,19:45,14:28,29.72,12,1212,1548.36,,Airbus A321 | Airbus A380 | Boeing 737MAX 8 Passenger,2,AUH (265m) | YYZ (185m),Found on 2026-04-18 (Round 2)
ISB,ZNZ,One way,Etihad | Ethiopian,19:45,18:15,24.5,3,1377,3030.33,,Airbus A320 | Airbus A350,2,AUH (650m) | ADD (190m),Found on 2026-04-16
ISB,KZN,One way,Etihad,04:50,12:35,9.75,1,1037,1037,,Airbus A321 | Airbus A320,1,AUH (70m),Found on 2026-04-16
ISB,TAS,One way,Uzbekistan,11:50,13:50,2.0,5,546,2760.25,,Airbus A320neo,0,Direct,Found on 2026-04-18 (Round 2)
ISB,DAM,One way,Gulf Air | Turkish Airlines,15:30,09:25,19.92,2,740,1242,,Airbus A321neo | Airbus A321 (Sharklets) | Boeing 777,2,BAH (475m) | IST (95m),Found on 2026-04-18 (Round 2)
ISB,LUX,One way,Qatar Airways | Luxair,03:30,14:50,14.33,11,731,1032.3,,Airbus A350 | Boeing 787 | De Havilland-Bombardier Dash-8,2,DOH (95m) | BER (65m),Found on 2026-04-18 (Round 2)
IST,AUH,One way,Etihad,13:50,19:25,4.58,2,223,733.5,,Airbus A321,0,Direct,Found on 2026-04-16
IST,HKT,One way,Etihad,13:50,18:20,24.5,2,405,419.5,,Airbus A321 | Boeing 787-10,1,AUH (790m),Found on 2026-04-16
IST,ICN,One way,Etihad,13:50,10:50,15.0,2,547,999.5,,Airbus A321 | Boeing 787,1,AUH (105m),Found on 2026-04-16
IST,NRT,One way,Etihad,13:50,12:35,16.75,1,674,674,,Airbus A321 | Airbus A350,1,AUH (120m),Found on 2026-04-16
IST,SIN,One way,Etihad,13:50,09:40,14.83,2,564,1015,,Airbus A321 | Airbus A380,1,AUH (135m),Found on 2026-04-16
